y,ymin,ymax,.width,.point,.interval,ali_ug_l,cens_ali_ug_l
38.055592438697744,31.351599534727832,44.00092880574954,0.95,median,qi,44.533795200000014,none
31.265987635247896,24.783424301263356,37.208834175262396,0.95,median,qi,28.266899599999988,none
11.48399273490553,3.4393741734362266,18.859712708609514,0.95,median,qi,13.082999999999998,none
11.131986128284591,4.209348710544192,17.316058871919367,0.95,median,qi,8.449385399999997,none
13.065019493388144,4.889522048882465,20.213837857489512,0.95,median,qi,3.081889899999993,none
6.88150928666829,-1.4179367564214571,14.929971181748195,0.95,median,qi,5.9979999999999905,none
7.567382284968305,-1.3077026506572214,16.23948736824375,0.95,median,qi,2.0054591299999984,none
6.096936595224934,-2.765087095135406,16.619456579895726,0.95,median,qi,3.9270000000000014,none
11.848815456005973,3.2526549726466873,20.665426915817424,0.95,median,qi,21.879999999999995,none
7.709920893383252,-0.6281573929001091,16.42165398315222,0.95,median,qi,2.9783150900000095,none
24.38241582070384,17.338853605447365,31.78280282526329,0.95,median,qi,71.81499647,none
23.36553249574969,16.424752773762542,30.633491527237933,0.95,median,qi,24.979694499999994,none
6.642944001433776,-17.346397687781977,54.3977793582198,0.95,median,qi,1.765599117999999,none
26.520388932122252,17.96833280922001,33.54131167404534,0.95,median,qi,12.341000000000008,none
23.56662079715654,16.161452141452347,30.989825376883466,0.95,median,qi,15.713966900000004,none
49.42352336791879,40.74802448186769,57.43375693117495,0.95,median,qi,41.28690610000001,none
29.034684671002754,21.76012520000481,36.966585994883545,0.95,median,qi,37.09702660000002,none
43.18352357501037,35.562279151653044,50.3891783986137,0.95,median,qi,39.50554690000001,none
27.426747388464317,1.481557158687611,46.23240289815228,0.95,median,qi,32.390499000000005,none
38.510027543581195,30.61388187665306,45.62318487185716,0.95,median,qi,27.7432814,none
0.320243303578966,-7.76540786709542,8.835523828033189,0.95,median,qi,1.065999999999999,none
24.997995708448443,16.207102084327133,32.07030173155391,0.95,median,qi,1.261000000000024,none
47.16801251695273,38.332326880428404,54.80277002195155,0.95,median,qi,41.72855050000004,none
14.675148112764198,8.060067306827232,21.54000245101249,0.95,median,qi,20.38499999999999,none
13.12077883114732,5.239964743465154,20.37617381649287,0.95,median,qi,11.3473441,none
14.079410242079929,7.6988440585801365,20.754200068690274,0.95,median,qi,9.7156509,none
13.931120590482639,5.357121204914932,23.177251752251323,0.95,median,qi,26.589,none
14.236544745994678,7.779425443755778,21.615348214553766,0.95,median,qi,12.83349840000001,none
3.581261624813262,-4.834220476519235,11.705960880363836,0.95,median,qi,5.503,none
4.821286690507826,-2.695250012496284,12.166830427267714,0.95,median,qi,6.758335109999997,none
7.938208697486015,-3.9331171032762002,20.32199927970031,0.95,median,qi,1.5250000000000004,none
12.181094041009198,1.117013821317016,23.236873709730826,0.95,median,qi,12.722711786,none
8.444874784745663,-0.3976628735793399,17.323000608384422,0.95,median,qi,9.41086871,none
9.19974451922016,1.1213901487836309,17.048982996296303,0.95,median,qi,1.1280000000000143,none
17.63165905671717,9.467680711312308,24.85988230127607,0.95,median,qi,10.156411300000002,none
20.86786149370041,13.793793889665462,28.21647406197676,0.95,median,qi,26.60269049999999,none
19.80088854532244,13.01210134388145,26.6778025919643,0.95,median,qi,13.073000000000008,none
29.086057860764008,22.36378487162238,35.988235218344705,0.95,median,qi,29.375639300000017,none
18.282693262207562,10.808185846757521,25.108424661958836,0.95,median,qi,27.038879100000003,none
17.918037115655395,10.47388593794875,24.96103199439068,0.95,median,qi,0.19237649999999465,none
18.278815116998082,11.022401115988849,24.85055121396572,0.95,median,qi,12.636000000000024,none
25.134713766522964,17.494789451013215,31.923776996184156,0.95,median,qi,17.681434999999993,none
28.43956282275922,20.88292780717114,34.89476201241635,0.95,median,qi,17.0406294,none
48.29934934535822,32.32192413423669,67.50476488940824,0.95,median,qi,66.9121075,none
3.3584277127422517,-5.408524124745032,11.970603640184047,0.95,median,qi,1.2439999999999998,none
39.14275739943058,31.33001288597342,47.766971357791384,0.95,median,qi,60.949558199999984,none
42.55758983389976,29.681169304043202,52.80852757927073,0.95,median,qi,9.397409199999998,none
9.160296632147203,1.803297138283991,16.37775100362458,0.95,median,qi,1.9119999999999775,none
17.70668622196751,10.596010044169514,24.632392869133124,0.95,median,qi,13.969517700000011,none
9.97821839749508,2.778642743302166,17.201947071372036,0.95,median,qi,2.2210000000000036,none
46.404993381165234,37.499971770269134,54.19355787203421,0.95,median,qi,62.093075699999986,none
11.96019095386851,2.5287305766686154,20.243566405112528,0.95,median,qi,0.10968080000000668,none
39.22883581888173,31.400753086521142,47.00558687103972,0.95,median,qi,49.833999999999975,none
42.688424595791545,35.06756067050098,50.26205831036764,0.95,median,qi,49.99274820000005,none
51.21263309986493,43.8473641771215,58.78530716491752,0.95,median,qi,49.14151369999996,none
11.426544229919244,4.222191882466736,18.705033615261588,0.95,median,qi,6.407000000000011,none
30.911874835468936,23.911325752014285,37.623712651372955,0.95,median,qi,33.415681800000016,none
35.18964333588025,27.545419274591318,42.04863838191826,0.95,median,qi,38.553389399999986,none
10.494950627022561,1.271613381791918,18.712026303343535,0.95,median,qi,1.6622938999999946,none
16.401701938768614,8.548130952869721,23.353788637686456,0.95,median,qi,8.017781100000008,none
23.413723447297425,16.450979298916458,30.07246258095578,0.95,median,qi,23.721511300000003,none
17.84722521366154,10.656012901555126,24.558540474578415,0.95,median,qi,7.286153900000016,none
8.867061739749364,0.7125618113298349,16.41863555439777,0.95,median,qi,4.335000000000008,none
18.784355834425288,9.738623808534445,27.264082425645014,0.95,median,qi,5.628886800000004,none
4.300828400074435,-3.555175030767915,11.302031235986945,0.95,median,qi,1.1410000000000051,none
21.4813199314855,13.736091224823847,28.277748117572465,0.95,median,qi,1.272277200000019,none
13.860741145203761,5.805892839849968,21.188331221560407,0.95,median,qi,7.5444030999999825,none
14.711106652951596,6.883762931292848,22.818902328193484,0.95,median,qi,11.818000000000012,none
33.756725794372855,26.272325149866486,42.02730800498123,0.95,median,qi,70.8956211,none
31.451089202882752,24.031154674687986,38.42491113505232,0.95,median,qi,26.591721000000007,none
24.751177739976235,17.31760630439338,31.78461345378447,0.95,median,qi,22.086000000000013,none
27.154533656765135,20.3933928845431,33.48067779299264,0.95,median,qi,121.4551516,none
34.96926020834422,27.97361213355747,41.79767622396726,0.95,median,qi,26.99218060000004,none
11.764749340245983,4.052787450599939,20.129227325118258,0.95,median,qi,24.150999999999996,none
14.701203542138579,8.780890342811052,21.32578988680641,0.95,median,qi,3.0960650999999757,none
22.433950438925805,14.758709205576793,30.59181098807598,0.95,median,qi,23.67383839999999,none
22.54382339193089,14.04287206830328,32.27525986041929,0.95,median,qi,23.48968364999999,none
18.044218322962266,9.061164260089907,28.599507369077795,0.95,median,qi,19.615041500000004,none
1.5047580238079128,-6.913750576579936,9.336842905574466,0.95,median,qi,2.1999999999999886,none
-3.3788941115286395,-10.694770753259235,3.847880975812895,0.95,median,qi,3.5999999999999943,none
6.888761847091457,-1.0466426124382975,14.660322438353932,0.95,median,qi,5,none
12.582538119382583,4.097686100227572,19.019639081461797,0.95,median,qi,5,none
12.181882584808612,2.9067487724530165,18.493329335067177,0.95,median,qi,1,none
13.832069906617209,5.268221228680621,19.810034126446418,0.95,median,qi,5,none
18.63799520419527,13.198180855265763,23.68822751722649,0.95,median,qi,13,none
21.96586265117789,15.758190429504396,26.818471792127603,0.95,median,qi,17,none
22.424492345159507,17.61112930389361,27.802431736860417,0.95,median,qi,28,none
17.699753540248622,11.109738503653334,23.444458072855028,0.95,median,qi,18,none
23.76781916865238,18.271942152241504,36.008048505457346,0.95,median,qi,42,none
24.418399995447412,17.67401934169868,29.854307236572115,0.95,median,qi,19,none
24.7847307627461,19.120384298034967,29.940832549180705,0.95,median,qi,19,none
26.52826413226016,20.27763825402695,31.7893943479101,0.95,median,qi,21,none
26.918869934571063,19.819547659436825,33.44310636406127,0.95,median,qi,18,none
21.31188342977816,13.48931265447729,27.40271102814427,0.95,median,qi,15,none
15.452021211774063,8.560819032142502,22.183373771034763,0.95,median,qi,25,none
23.65402869173773,18.181497818574332,31.74167153956868,0.95,median,qi,36,none
31.91591792976118,25.136971344199882,37.947732119821914,0.95,median,qi,20,none
14.441737870567255,7.901911008760892,20.677334994193735,0.95,median,qi,26,none
17.08406617858244,11.562398607011966,22.429177722593995,0.95,median,qi,18,none
29.41817238051589,23.39226811764429,34.66115310819346,0.95,median,qi,20,none
29.10554143686402,23.70350465937361,35.02417891834767,0.95,median,qi,35,none
23.048518749484888,18.05549079426456,28.76839580663423,0.95,median,qi,32,none
37.97994170500337,31.09059893504352,45.137334124330465,0.95,median,qi,48,none
36.86738202220671,30.13512572808261,42.67766933192234,0.95,median,qi,28,none
7.339020624491399,0.18837072499168228,14.61027095289844,0.95,median,qi,14,none
20.755083751954494,15.564585269971198,25.616941132347677,0.95,median,qi,20,none
24.290691827880536,17.740085571959863,29.495575103274316,0.95,median,qi,14,none
24.382462481862888,18.564932634159778,29.82683840719156,0.95,median,qi,21,none
20.385114793204046,14.756018520242389,25.72625659337184,0.95,median,qi,16,none
4.982465054795435,-1.9825780854960888,12.227345456438595,0.95,median,qi,9,none
17.147802616837087,9.598998681345815,22.786775856034946,0.95,median,qi,11,none
25.291650850003585,17.999108304603272,30.23799323667979,0.95,median,qi,10,none
34.204229544745544,28.33822409065276,41.68724719939313,0.95,median,qi,46,none
37.94726611040224,30.45550861279919,44.46177046522874,0.95,median,qi,27,none
22.92426905192451,16.493164860540364,29.22978093653925,0.95,median,qi,23,none
39.84456194642749,32.45852003418421,47.48700451579692,0.95,median,qi,40,none
33.4893741814206,26.187966577135036,41.47939408783035,0.95,median,qi,40,none
27.926967236927965,19.495004396243303,35.33978406602541,0.95,median,qi,15.471000000000004,none
45.36496672971347,37.2200229670659,52.946956589429135,0.95,median,qi,54.46273200000002,none
41.33373641629171,33.092895180040486,48.80536052323311,0.95,median,qi,3.5724634000000037,none
7.448384818301911,-0.3113790022140135,14.699289856498714,0.95,median,qi,NA,none
24.249325577989666,16.52083038639181,30.758210116086733,0.95,median,qi,12.97068299999998,none
16.37618817843199,8.472039917446926,23.573463936762554,0.95,median,qi,11.019256999999996,none
16.25171573990809,7.8858041094796185,23.22044534651649,0.95,median,qi,27.62363339999999,none
25.771182069817286,16.989109107647234,33.34949702733376,0.95,median,qi,8.726290300000016,none
39.90689560652703,28.823675263364688,50.67541283406939,0.95,median,qi,28.4059072,none
54.39671365368942,43.56136220346835,64.54504204874405,0.95,median,qi,19.341679699999982,none
4.983586672457717,-1.7087591452272008,11.719386267520699,0.95,median,qi,7.405999999999992,none
22.324812280527233,15.12598964767047,29.022500327228514,0.95,median,qi,17.209147099999996,none
22.949332532303234,15.512851999045584,29.894048310413034,0.95,median,qi,14.064091399999995,none
50.53427768404459,41.4969856210876,58.57680005428296,0.95,median,qi,20.466408299999955,none
71.58613991417161,60.88063260421349,81.23390075758965,0.95,median,qi,109.6529594,none
13.44873380124535,6.786748313889807,20.932886622360073,0.95,median,qi,5.8799999999999955,none
19.857651989062106,13.165791165633863,27.588669589784697,0.95,median,qi,34.43739260000001,none
14.882155190512908,7.903378846602877,22.28182063789289,0.95,median,qi,16.406042799999994,none
15.473456570370137,6.935336959859892,24.985193310511313,0.95,median,qi,26.80900000000001,none
14.775469463163397,8.483635723608266,22.547898665113316,0.95,median,qi,21.70388613999999,none
16.965628087234197,9.325806856209534,25.38026095390537,0.95,median,qi,17.66073920000001,none
18.673133311648865,11.806269597686398,26.526565076994334,0.95,median,qi,26.212000000000018,none
31.474669908968067,23.163561769183744,41.277565059219256,0.95,median,qi,56.960020799999995,none
30.86799382897425,23.71719764947208,38.52345267627226,0.95,median,qi,16.307311099999993,none
16.91225684317954,8.935902869156484,24.682927614574922,0.95,median,qi,17.246550909999996,none
10.866765252604567,3.1564255270069825,18.824039893655467,0.95,median,qi,18.89421594000001,none
19.4147052918456,12.759216775868934,25.893469928629944,0.95,median,qi,9.405,none
34.43344520441203,27.52927674207563,40.539300008949574,0.95,median,qi,35.3867247,none
37.47885946895509,30.60907012564936,43.90938862346663,0.95,median,qi,35.82000590000001,none
13.242397025257382,5.935361879848404,19.818689861264655,0.95,median,qi,3.463999999999998,none
25.096324445051224,17.891016640857437,31.52994536537528,0.95,median,qi,27.059116200000005,none
49.651889018012525,39.99671390830619,59.169026704913776,0.95,median,qi,76.73966250000001,none
71.88620827831117,59.37436504364973,84.66201615962895,0.95,median,qi,21.6895667,none
46.200857421956165,37.39879935274652,54.67982175922477,0.95,median,qi,26.073276399999997,none
33.75841159901804,25.414121017020573,41.63154556029685,0.95,median,qi,19.277622000000008,none
52.96193459182158,42.63723708477669,62.917343000846,0.95,median,qi,41.078127600000016,none
38.98450102364331,29.436859441779205,48.324085599628766,0.95,median,qi,65.61849939999999,none
25.508959410446245,16.391183470657378,34.8645160980514,0.95,median,qi,50.96764529999999,none
49.046974828306034,39.31391962878517,59.43295004455507,0.95,median,qi,36.284054800000035,none
21.94791526822851,15.5319675047364,28.23136123952619,0.95,median,qi,21.685933500000004,none
20.33924824984694,13.999353104955754,26.59889703332266,0.95,median,qi,13.35954529999998,none
16.396441251020345,9.010844604188579,23.67567525762106,0.95,median,qi,17.44935980000001,none
8.697115835069864,0.5662825251568542,16.586879044162206,0.95,median,qi,2.7926219999999944,none
19.862860785423045,12.20597537542186,26.73702169147235,0.95,median,qi,14.332000000000022,none
21.63503664640961,12.9844458774674,29.897479245342637,0.95,median,qi,7.188767999999982,none
12.370831222020595,5.430481918253099,19.124799926793685,0.95,median,qi,7.280000000000001,none
19.143020831814106,12.433942492426363,26.061118800192908,0.95,median,qi,16.23959099999999,none
10.630391264753609,3.5571531301661956,17.48682276063284,0.95,median,qi,19.08233201000001,none
9.44886809688631,0.5344295854462118,18.275142112817093,0.95,median,qi,NA,none
13.647836225451787,6.077149817883229,20.599669807539268,0.95,median,qi,4.476152299999995,none
3.1639912693509373,-4.551833853828104,10.799118452623372,0.95,median,qi,9.307972489999996,none
17.019093711767724,10.249634528127663,24.513077597418427,0.95,median,qi,7.663000000000011,none
20.907804362617703,14.052244967919131,28.798177625035805,0.95,median,qi,32.930544200000014,none
2.481667969919757,-6.312324712864028,11.436197419989478,0.95,median,qi,11.777999999999992,none
10.363440164606857,0.9402398888827059,18.5957645578685,0.95,median,qi,0.3057342000000034,none
20.670450557523036,13.377363080550257,29.911582554885623,0.95,median,qi,39.585894499999995,none
20.632917468899084,12.875489519109706,28.676741077113224,0.95,median,qi,20.812192600000003,none
7.411329894185945,-0.8215399415429553,16.140561050708644,0.95,median,qi,2.828000000000003,none
12.151785659159419,5.8625218567233075,18.535279185207514,0.95,median,qi,17.2973724,none
16.33166524370488,10.126524209088926,22.584573846840627,0.95,median,qi,11.266498800000008,none
26.181526757982525,19.50493256897726,34.09373319127299,0.95,median,qi,33.168000000000006,none
31.53897695573898,25.041889505755016,39.058872678254886,0.95,median,qi,21.5925651,none
36.97456995811011,30.185736737234098,44.800574471168716,0.95,median,qi,46.71857689999999,none
14.977912655273569,8.249442764530839,21.524913982257896,0.95,median,qi,1.5,none
30.252740629062686,23.11514386439934,36.75490794286088,0.95,median,qi,31.60900000000001,none
37.07663671610505,30.01770017979917,43.49464529998929,0.95,median,qi,38.286798999999974,none
18.880861567475442,11.858322535349357,26.161756149182434,0.95,median,qi,16.28406290000001,none
94.20970322411702,82.11150782166612,105.41032320061281,0.95,median,qi,115.43380959999996,none
19.738333994803273,11.22708577122854,29.61707592378785,0.95,median,qi,37.238967849999995,none
22.523488810954802,16.206826433972914,29.71045616381759,0.95,median,qi,19.135999999999996,none
37.273714162101285,29.922085815813755,44.771775148573056,0.95,median,qi,47.056484900000015,none
14.702142784866219,7.590254375982027,21.82151219411206,0.95,median,qi,16.25,none
29.49448350595318,22.308025649563405,37.06616718461792,0.95,median,qi,36.5977518,none
25.325807291297366,18.187327492479255,32.530431927647705,0.95,median,qi,7.361674100000016,none
6.794363905307884,-0.4428022908407115,14.430475372084729,0.95,median,qi,3.2129615600000108,none
9.024882414096613,2.060065635559093,16.697920705453267,0.95,median,qi,12.221000000000004,none
5.744807692161604,-2.542752954786375,13.992148311075955,0.95,median,qi,5.88900000000001,none
9.219847064397552,1.0847953941824464,16.583913805068438,0.95,median,qi,3.673553300000009,none
10.063490732685981,2.81730962247766,17.566911994122542,0.95,median,qi,0.7609999999999957,none
29.2345093493287,21.92018289878626,36.927351763462,0.95,median,qi,48.200558599999994,none
15.207285387473455,8.205875445296137,22.59916024297224,0.95,median,qi,11.312680699999987,none
23.416343310053513,16.190190870913607,31.158349988423332,0.95,median,qi,28.14959970000001,none
18.00715813383017,11.048314251503092,25.08290390222964,0.95,median,qi,NA,none
31.449190143674194,23.541955280066016,38.79998176225097,0.95,median,qi,39.99922190000001,none
34.19657716160424,25.582954691607632,42.42696000632927,0.95,median,qi,27.643508800000006,none
46.238783106979135,37.345437751505756,55.000076090298045,0.95,median,qi,49.26035110000001,none
34.43788852411215,26.471632169556713,46.254992696386296,0.95,median,qi,81.66327070000001,none
17.70715349463776,9.947339757798025,25.330564435037928,0.95,median,qi,18.135999999999996,none
21.38718370036432,14.646760324131115,28.173257598063234,0.95,median,qi,23.412699000000003,none
24.818171146165245,17.9261887766807,31.568380467906255,0.95,median,qi,10.340841499999982,none
24.513749622312794,16.411452809571223,32.17810667420753,0.95,median,qi,30.21299999999999,none
36.29966427818395,28.068266951937208,44.561093833751826,0.95,median,qi,5.04454179999999,none
5.815800939513734,-2.5731500819105655,14.495509069983893,0.95,median,qi,8.061999999999998,none
9.508887495296563,1.988603449041455,17.227912014169515,0.95,median,qi,8.133440719999996,none
15.381272601404834,8.121577784702263,22.52489080391647,0.95,median,qi,20.602022800000015,none
23.724443226605523,16.68733697997581,30.944940187794764,0.95,median,qi,9.83208000000002,none
22.27458925845459,14.784298387879037,30.755311411419317,0.95,median,qi,33.379999999999995,none
19.448654252972418,12.401587536726138,27.279675367997758,0.95,median,qi,22.076135099999988,none
18.459668811230834,11.18054207425254,25.133883281867792,0.95,median,qi,3.131,none
33.86651650234168,26.573838415574997,40.81353924608036,0.95,median,qi,38.9658714,none
29.067741137671746,21.835624821081637,35.76546672509666,0.95,median,qi,19.263105999999993,none
17.56728716106445,9.43265662109506,24.768549918981087,0.95,median,qi,3.9725064000000145,none
18.858816246135554,10.782001919248078,25.807625560629184,0.95,median,qi,8.68570729999999,none
23.305329734434295,16.554544680878802,30.961530212503163,0.95,median,qi,31.159999999999997,none
9.664705428728428,1.2537708847618778,17.926572808760515,0.95,median,qi,4.094999999999999,none
12.10696697190981,4.935319874657993,19.808123251250255,0.95,median,qi,27.730052800000003,none
11.275021347531178,4.1851926273570035,18.70914880802956,0.95,median,qi,8.721931669999996,none
20.104739919078987,12.813711492863035,26.951770457477064,0.95,median,qi,12.96593969999998,none
1.8713784190390754,-6.122667273937442,10.843858082382633,0.95,median,qi,0.6276595299999954,none
6.92983895212558,-1.8162089252189169,16.391591573266414,0.95,median,qi,25.90795625,none
19.19764744494663,10.959815292564054,27.061619155254494,0.95,median,qi,20,none
51.88728183764276,43.46695373142956,64.33776817594205,0.95,median,qi,60,none
58.275964940471404,24.007111604248607,67.09078003436193,0.95,median,qi,33,none
61.76996485210543,39.25341878862362,70.10567749870572,0.95,median,qi,26,none
70.85249084793982,60.893206707615434,79.02993198176429,0.95,median,qi,42,none
20.783271155194225,12.053684952363797,34.00241237621792,0.95,median,qi,41,none
21.779608340669434,14.574067654388752,28.42321029875292,0.95,median,qi,22,none
33.028901736645096,24.295769862797144,41.96703341434048,0.95,median,qi,46,none
39.00839317978628,31.37698933223692,47.46151649007508,0.95,median,qi,84,none
45.245521275643796,36.22114499076183,53.592918055285,0.95,median,qi,36,none
43.35341669113524,35.53256879343566,49.97695571340438,0.95,median,qi,33,none
55.858513695318976,47.06143359045335,90.09151434371164,0.95,median,qi,110,none
65.98649763218646,56.09148229937527,74.35327740353772,0.95,median,qi,50,none
62.46510617196849,46.51750820393589,70.86277642830287,0.95,median,qi,37,none
61.759815726623444,52.88945762273588,70.44775095101868,0.95,median,qi,54,none
61.06048643658415,48.31581576047303,68.80019302894642,0.95,median,qi,34,none
75.65814020880714,64.46442334270061,90.93995276352688,0.95,median,qi,99.10000000000002,none
59.08832456131635,49.12484554812518,71.93412854946003,0.95,median,qi,77.90000000000003,none
63.03026495007896,52.83267001030527,72.57324348284209,0.95,median,qi,67.10000000000002,none
76.96510817284101,65.00611612158949,104.05578115489705,0.95,median,qi,111.10000000000002,none
106.74519895342164,64.7097373754328,137.30104491235082,0.95,median,qi,119.2,none
64.24912642583047,51.860875125873235,88.90484071200446,0.95,median,qi,77.70000000000005,none
120.7185489598117,93.71728898209963,150.4668438657181,0.95,median,qi,135.29999999999995,none
61.4263494489725,52.38723717686139,80.63605720508522,0.95,median,qi,8,none
57.8436962359697,49.35399472113277,74.4046143918635,0.95,median,qi,62.400000000000034,none
55.82735201592756,47.82434745552806,67.49087184432143,0.95,median,qi,45.80000000000001,none
67.44983157526067,59.13013172556005,75.01800684223227,0.95,median,qi,36.75999999999999,none
61.83227939761973,52.48605935839412,71.07936217613927,0.95,median,qi,46.59000000000003,none
25.558176375160897,17.053796395527915,32.85465496402514,0.95,median,qi,16.2846457,none
16.769976294852206,8.723376323345326,24.09941976684675,0.95,median,qi,22.196658900000003,none
53.322106879657035,43.43061771866211,61.19370058996554,0.95,median,qi,29.711016599999994,none
59.592987247396835,30.26938034460726,69.30056804114174,0.95,median,qi,32,none
61.66669276439052,46.068136000703696,71.03137436854554,0.95,median,qi,46,none
96.89022192354003,79.92321925896952,110.76891581509886,0.95,median,qi,107,none
72.228736746965,59.68873179027062,81.22074507893664,0.95,median,qi,53,none
4.450690660082726,-4.079760903183407,11.978207200920831,0.95,median,qi,1.9461465999999987,none
4.209073086833671,-4.757391612531908,12.141648043052392,0.95,median,qi,5.656854249492381,left
3.618323307335997,-4.689304863039083,11.632610590087488,0.95,median,qi,2.6922700500000047,none
23.61817356244615,14.980374900667451,31.52054689907355,0.95,median,qi,0.4808305999999902,none
19.147462840174324,11.743753424216168,25.823188441175017,0.95,median,qi,5.878943600000014,none
13.452993131893646,6.29085776643284,19.87954240001887,0.95,median,qi,17.7781832,none
19.617297413180665,13.055614766914308,26.006724308232165,0.95,median,qi,21.25472809999999,none
12.443949761757013,6.31290058725275,18.55534448285998,0.95,median,qi,13.741211060000005,none
8.40561667467409,0.25290553138747973,16.452370969913265,0.95,median,qi,7.817467969999996,none
21.76426052778177,14.043951327898279,29.72927921860314,0.95,median,qi,7.282477499999999,none
25.149924352582175,18.118178337955698,32.735185273718336,0.95,median,qi,34.30572509999999,none
5.475217688573849,-1.3116154330573748,12.635369477451277,0.95,median,qi,0.5930000000000035,none
17.233897632401117,10.020731926909974,24.63973383254733,0.95,median,qi,18.340384299999997,none
16.265104596196533,7.5048369959618695,24.92329435301338,0.95,median,qi,14,none
37.74240678007546,28.062761699556564,45.024306513986176,0.95,median,qi,20,none
44.195782322681495,35.592221937820604,51.59770242863306,0.95,median,qi,38,none
64.88267780925949,52.864574405858576,91.57347303682758,0.95,median,qi,80.30000000000001,none
54.7987067998956,48.72160053000233,68.25223114061188,0.95,median,qi,57.299999999999955,none
46.510182242410934,41.99705798220821,51.212255824351736,0.95,median,qi,94.7,none
51.0277472654566,43.201131044892215,64.63522761815388,0.95,median,qi,52.900000000000034,none
52.84770526553274,43.26088286894454,77.09644206570765,0.95,median,qi,65.5,none
50.3210307837344,43.30650001077073,68.62092952383156,0.95,median,qi,57.89999999999998,none
51.89674544219456,42.325694443598806,75.3609409649113,0.95,median,qi,64.80000000000001,none
43.37738366271327,36.993876603427694,57.792777245473744,0.95,median,qi,44.69999999999999,none
47.258431910429465,40.87953200650982,62.921068480072165,0.95,median,qi,51.60000000000002,none
47.892013543668995,41.234265573655136,65.71158924828413,0.95,median,qi,54.10000000000002,none
48.17870438514632,42.2183941410065,61.78568446520299,0.95,median,qi,47.60000000000002,none
55.2766713700914,39.630962649487735,85.85804312101233,0.95,median,qi,71.80000000000001,none
48.799638938884144,43.12166344199508,59.787217738796215,0.95,median,qi,43.200000000000045,none
44.344652641032276,38.98527088883572,56.0183091570207,0.95,median,qi,23.09999999999997,none
71.74649299562137,64.8368660312818,78.61816036664759,0.95,median,qi,87.58283228382487,none
66.91712785609725,60.46222637820364,73.29400591613289,0.95,median,qi,76.15160702912846,none
69.49270778373545,62.706380548305695,75.98347291125727,0.95,median,qi,113.52021862154992,none
67.83139415751799,62.40268960518507,73.24047299189795,0.95,median,qi,23.23291929103158,none
58.669392021009536,53.278453925488215,64.02577542901734,0.95,median,qi,58.100973204689694,none
56.330828148788484,50.68048194383109,61.88160828579449,0.95,median,qi,75.55835684467849,none
58.55651482800214,52.826581516203866,64.33349597877506,0.95,median,qi,67.32305458281462,none
49.175360091413765,44.55891405478938,53.90326714737232,0.95,median,qi,38.72779622937435,none
46.209072427636926,41.55089834609922,50.859059806987865,0.95,median,qi,45.07873905323584,none
36.79664831122085,31.181966080635544,42.35147016551456,0.95,median,qi,22.728339135614988,none
51.601967652837516,46.27213731291231,57.14273867884531,0.95,median,qi,31.637880140996288,none
49.76450968573513,44.205830863283595,55.54872426882919,0.95,median,qi,30.82861026425502,none
44.561086590528916,39.62254893943239,49.7396702650986,0.95,median,qi,38.47665553934985,none
16.151819937274595,10.27082863248041,22.158419335630946,0.95,median,qi,14.744,none
30.60954113800163,25.635735567789798,35.680764306850605,0.95,median,qi,28.524,none
26.686192016610796,21.121632340996243,31.91050744829007,0.95,median,qi,16.776999999999987,none
30.121411162889245,24.568837538881883,35.67070268387517,0.95,median,qi,11.677999999999995,none
